ID,Pop,Area,GDP,Density,Prov,City,Name,J25,J26,J27,J28,J29,J30,J31,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,memo1,memo2,
347,,,,,河北,张家口,张家口市市辖区,0,0,0,0,1,6,6,8,9,9,9,10,12,13,14,14,17,3,,
351,442.15,6909,3884,15.62591881,山西,太原,太原市市辖区,2,2,2,3,3,3,5,4,6,6,6,9,9,11,12,15,17,2,,
98,221,1200,2020,5.429864253,重庆,两江新区,,3,3,7,8,8,8,9,10,12,13,13,14,14,14,16,16,16,0,,
153,876.5,12238.6,3078.78,13.9630348,山东,菏泽,菏泽市市辖区,1,1,4,5,7,7,8,8,9,10,10,12,13,13,14,16,16,0,,
179,387.7,5910,2213.9,15.24374516,四川,德阳,德阳市市辖区,1,1,1,1,2,3,7,7,10,10,12,12,12,12,13,16,16,0,,
202,158,906,832,5.734177215,北京,通州,通州市,2,6,6,7,7,8,12,13,13,13,13,13,13,14,15,16,16,0,,
229,37,107,1650,2.891891892,上海,静安区,,0,0,5,5,7,8,8,8,9,9,10,13,14,15,15,16,16,0,,
230,109,55,1574,0.504587156,上海,徐汇区,,0,0,3,3,5,5,5,7,7,9,11,12,14,16,16,16,16,0,,
248,510,12600,3563,24.70588235,福建,漳州,漳州市市辖区,0,4,4,5,7,7,8,11,12,13,13,15,16,16,16,16,16,0,,
284,595.2,12573.85,7668.5,21.12542003,辽宁,大连,大连市市辖区,3,4,5,5,5,5,7,10,12,12,13,13,14,14,16,16,16,0,,
31,415,15000,2202,36.14457831,广东,肇庆,肇庆市市辖区,2,4,4,4,5,5,6,6,7,10,10,11,14,14,14,14,15,1,,
47,258,8845,1380,34.28294574,浙江,衢州,衢州市市辖区,2,3,5,5,8,10,12,13,13,14,15,15,15,15,15,15,15,0,,
100,83,1424,598,17.15662651,重庆,长寿区,,5,5,6,7,7,7,9,10,11,11,12,12,12,12,12,15,15,0,,
102,83,2747,362,33.09638554,重庆,綦江区,,0,0,1,2,4,4,4,4,4,10,10,12,13,8,15,15,15,0,,
143,162,8272,685,51.0617284,安徽,池州,池州市市辖区,1,1,1,1,1,2,4,4,6,6,10,11,11,11,11,12,15,3,,
151,306.65,5359,2202.17,17.47594978,山东,日照,日照市市辖区,3,4,5,6,8,9,9,10,11,14,14,14,14,14,15,15,15,0,,
363,118,19582.45,393.8,165.9529661,云南,西双版纳,,1,1,1,6,10,10,12,12,12,13,13,15,15,15,15,15,15,0,,
440,237,7660,1285,32.32067511,青海,西宁,西宁市市辖区,1,1,6,6,6,6,,,9,12,12,14,15,15,15,15,15,0,,
106,73,4087,251,55.98630137,重庆,奉节,奉节县,1,3,3,3,4,4,5,5,8,9,9,9,12,12,14,14,14,0,,
208,,,,,北京,房山区,,0,0,0,0,0,0,0,2,2,4,5,11,11,13,14,14,14,0,,
236,,,,,上海,松江,,0,0,0,0,1,3,3,3,7,7,8,10,10,13,14,14,14,0,,
305,538,13030,1657,24.21933086,陕西,渭南,渭南市市辖区,0,0,1,3,3,4,5,5,5,6,6,9,9,9,9,13,14,1,,
328,235,32460,896,138.1276596,黑龙江,佳木斯,佳木斯市市辖区,0,0,1,1,5,5,8,11,11,11,11,11,12,13,13,13,14,1,,
332,78,6221,250,79.75641026,黑龙江,七台河,七台河市市辖区,0,0,1,2,2,2,3,5,6,7,8,9,9,10,11,13,14,1,,
366,238,15285,1415,64.22268908,云南,玉溪,玉溪市市辖区,0,1,1,5,5,6,6,7,11,12,12,12,13,13,14,14,14,0,,
25,254,7955,1409,31.31889764,广东,阳江,阳江市市辖区,5,8,8,8,10,10,10,10,10,10,12,12,13,13,13,13,13,0,,
33,550,15865,1126,28.84545455,广东,梅州,梅州市市辖区,0,1,3,3,4,5,5,6,7,8,9,10,12,12,13,13,13,0,,
99,163,1452,1447,8.90797546,重庆,渝北区,,2,4,5,6,6,8,10,11,12,12,12,12,12,12,12,12,13,1,,
111,107,1436,432,13.42056075,重庆,大足区,,0,1,1,1,1,4,4,4,4,5,7,7,7,9,10,11,13,2,,
113,71,1583,301,22.29577465,重庆,潼南区,,0,0,2,2,2,2,2,2,2,4,5,7,10,13,13,13,13,0,,
181,,,,,四川,攀枝花,攀枝花市市辖区,0,0,0,0,0,0,1,7,9,10,10,11,11,11,12,13,13,0,,
203,59,84,585,1.423728814,北京,石景山,,1,2,2,2,2,2,2,3,5,5,6,7,11,13,13,13,13,0,,
246,258,22965,2353.72,89.01162791,福建,三明,三明市市辖区,1,4,4,8,9,10,10,10,11,11,11,11,11,12,12,13,13,0,,
302,377,18117,2265,48.05570292,陕西,宝鸡,宝鸡市市辖区,0,0,0,3,4,4,4,6,7,8,10,10,10,12,12,13,13,0,,
327,293.34,22161,2680.5,75.54714666,黑龙江,大庆,大庆市市辖区,1,3,5,5,5,5,7,8,8,11,11,11,13,13,13,13,13,0,,
368,358,29459,901,82.2877095,云南,大理,大理市,0,1,2,3,3,4,6,6,7,7,7,7,10,11,11,11,13,2,,
409,144,21400,535,148.6111111,宁夏,吴忠,吴忠市市辖区,0,0,0,2,3,5,5,6,7,7,7,7,8,9,9,10,13,3,,
101,37.8,3014,176,79.73544974,重庆,石柱县,,3,3,3,6,7,7,8,10,10,10,12,12,12,12,12,12,12,0,,
104,39,4030,87,103.3333333,重庆,巫溪,巫溪县,2,3,5,5,5,7,10,10,11,11,11,11,11,11,11,12,12,0,,
138,454,13398,1802,29.51101322,安徽,滁州,滁州市市辖区,2,2,2,4,4,4,4,6,6,8,11,11,11,11,11,11,12,1,,
171,117,3557,801,30.4017094,江西,鹰潭,鹰潭市市辖区,0,0,0,1,1,3,4,4,8,8,8,9,9,10,11,5,12,7,,
262,492.59,8555,2750.72,17.36738464,江苏,宿迁,宿迁市市辖区,1,1,1,3,4,4,7,8,8,9,10,11,11,12,12,12,12,0,,
265,320,3847,4050,12.021875,江苏,镇江,镇江市市辖区,0,0,2,2,2,2,2,2,3,3,5,6,8,9,11,12,12,0,,
268,57.36,4433.6,203.9,77.29428173,海南,万宁,万宁市,5,5,7,7,8,8,8,8,8,9,11,11,11,12,12,12,12,0,,
330,252.5,40600,1344.7,160.7920792,黑龙江,牡丹江,牡丹江市市辖区,1,1,1,1,1,1,2,6,7,8,8,9,10,11,13,12,12,0,,
365,653,28900,1941,44.25727412,云南,曲靖,曲靖市市辖区,0,1,2,2,5,5,5,5,5,6,9,10,10,10,11,11,12,1,,
370,554,23021,832,41.55415162,云南,昭通,昭通市市辖区,0,1,1,2,2,4,6,6,8,8,9,10,10,10,10,12,12,0,,
390,320,14323,940,44.759375,吉林,四平,四平市市辖区,0,0,1,1,1,1,1,1,1,4,7,8,9,10,10,12,12,0,,
397,335,14325,652,42.76119403,甘肃,天水市,,0,0,0,1,1,2,2,3,3,8,10,10,10,10,10,12,12,0,,
154,392.25,9453,2640.52,24.09942639,山东,滨州,滨州市市辖区,1,3,3,4,7,9,9,9,10,11,11,11,11,11,11,11,11,0,,
,,,,,广西,来宾,,,,,,,,,,,,,,1,1,3,7,11,4,,
228,69,38,1318,0.550724638,上海,长宁区,,0,0,5,5,5,5,6,7,7,8,8,9,10,11,11,11,11,0,,
270,95.51,3400,566.3,35.59836666,海南,儋州市,,3,3,5,5,5,5,5,6,6,7,8,10,10,11,11,11,11,0,,
286,,,,,辽宁,锦州,锦州市市辖区,0,0,0,0,4,4,5,7,7,7,7,7,7,7,10,11,11,0,,
292,144,4103,1217,28.49305556,辽宁,盘锦,盘锦市市辖区,0,1,2,2,2,3,4,7,6,8,8,8,8,11,11,11,11,0,,
313,72,40,296,0.555555556,天津,河东区,,,,5,6,6,6,5,6,9,9,10,10,10,10,10,10,11,1,,
353,345.6,14056,1271.8,40.6712963,山西,大同,大同市市辖区,1,1,1,1,3,4,5,6,8,9,9,9,9,9,10,11,11,0,,
353,345.6,14056,1271.8,40.6712963,山西,大同,大同县,1,1,1,1,3,4,5,6,8,9,9,9,9,9,10,11,11,0,,
428,208,86881,3763,417.6971154,内蒙古,鄂尔多斯市,,0,2,1,2,2,3,3,5,6,9,9,11,11,11,11,11,11,0,,
429,289,27768,2753,96.08304498,内蒙古,包头市,包头市市辖区,0,0,2,3,3,3,3,3,5,6,6,7,9,9,10,10,11,1,,
17,7.9,3253,23,411.7721519,湖北,神农架林区,神农架林区,0,0,0,1,3,5,7,7,7,7,10,10,10,10,10,10,10,0,,
29,387,19000,1565,49.09560724,广东,清远,清远市市辖区,2,3,3,5,6,6,6,6,6,7,8,10,10,10,10,10,10,0,,
34,,,,,广东,茂名,茂名市市辖区,0,0,0,0,3,3,3,3,3,4,5,6,6,6,8,10,10,0,,
50,267,5820,2719,21.79775281,浙江,湖州,湖州市市辖区,0,1,3,3,5,5,6,6,6,9,9,9,9,9,10,10,10,0,,
83,,,,,河南,濮阳,濮阳市市辖区,0,0,0,0,1,1,3,3,3,3,4,4,5,5,7,9,10,1,,
83,,,,,河南,濮阳,濮阳县,0,0,0,0,1,1,3,3,3,3,4,4,3,5,7,9,10,1,,
184,369.48,5300,1138.06,14.34448414,四川,遂宁,遂宁市市辖区,2,2,2,3,3,4,5,5,5,5,5,5,5,5,6,8,10,2,,
189,521,60400,1481,115.9309021,四川,凉山,,0,0,1,2,2,2,3,5,5,6,6,7,7,7,9,9,10,1,,
204,117,1021,1864,8.726495726,北京,顺义,,1,1,1,2,2,2,2,2,6,5,5,6,6,8,9,10,10,0,,
312,89,30,488,0.337078652,天津,河北区,,,,7,7,7,9,8,9,9,9,10,10,10,10,10,10,10,0,,
381,292,9965,1314,34.12671233,贵州,六盘水,六盘水市市辖区,0,0,1,1,1,1,8,8,8,9,9,9,9,9,9,10,10,0,,
416,462,268593,1743,581.3701299,新疆,伊犁州,,0,1,1,2,4,4,5,5,5,6,7,9,9,9,9,10,10,0,,
426,67.2,32.8,3597,0.488095238,澳门,澳门,澳门特别行政区,2,5,6,7,7,7,7,7,8,8,10,10,10,10,10,10,10,0,,
107,64,2958,116,46.21875,重庆,巫山,巫山县,3,3,5,5,5,5,6,6,6,7,7,8,8,8,8,8,9,1,,
115,58,2901,207,50.01724138,重庆,丰都,丰都县,1,1,3,3,3,3,3,5,5,5,6,6,9,9,9,9,9,0,,
136,138,9807,645,71.06521739,安徽,黄山,黄山市市辖区,0,0,1,4,7,7,9,9,9,9,9,9,9,9,9,9,9,0,,
182,323.94,4381,1312.07,13.5241094,四川,自贡,自贡市市辖区,1,1,2,7,7,7,9,9,9,9,9,9,9,9,9,9,9,0,,
188,552,13283,2026,24.0634058,四川,宜宾,宜宾市市辖区,0,0,1,1,2,5,7,7,7,7,7,7,8,9,9,9,9,0,,
188,552,13283,2026,24.0634058,四川,宜宾,宜宾县,0,0,1,1,2,5,7,7,7,7,7,7,8,9,9,9,9,0,,
205,82,41,2426,0.5,北京,东城,,0,1,1,2,2,2,0,3,3,2,2,6,7,7,8,9,9,0,,
219,732.73,12800,1699.54,17.46891761,广西,玉林,玉林市市辖区,1,1,2,2,2,2,4,5,7,8,8,8,8,8,9,9,9,0,,
231,116,720,779,6.206896552,上海,奉贤区,,0,0,1,1,5,5,5,5,5,5,6,7,8,9,9,9,9,0,,
289,276.4,10400,812.8,37.62662808,辽宁,葫芦岛,葫芦岛市市辖区,2,2,2,2,4,3,4,5,5,5,5,6,7,7,9,9,9,0,,
367,261,19600,679,75.09578544,云南,保山,保山市市辖区,0,2,3,4,4,5,6,7,8,8,8,8,8,9,9,9,9,0,,
64,265,15462,605,58.34716981,湖南,湘西自治州,,0,3,3,3,3,4,5,6,6,6,6,7,7,8,8,8,8,0,,
108,73,915,428,12.53424658,重庆,璧山区,璧山县,2,2,3,3,4,4,6,8,8,8,8,8,8,8,8,8,8,0,,
109,89,263,792,2.95505618,重庆,南岸区,,0,0,0,1,1,2,3,3,4,7,7,8,8,8,8,,8,8,,
110,,,,,重庆,荣昌区,,0,0,0,0,0,0,1,2,3,5,8,8,8,8,8,8,8,0,,
112,72,1343,342,18.65277778,重庆,铜梁区,,0,1,1,2,2,3,2,2,4,7,7,7,7,7,7,8,8,0,,
220,,,,,广西,钦州,钦州市市辖区,0,0,0,0,0,1,1,1,2,2,3,4,7,7,8,8,8,0,,
222,,,,,广西,贵港,贵港市市辖区,,,,,25,28,31,,4,5,5,5,7,7,7,7,8,1,,
237,159,465,2362,2.924528302,上海,嘉定区,,0,0,1,1,2,2,2,2,2,2,3,4,4,5,6,7,8,1,,
238,,,,,上海,普陀区,,0,0,0,0,0,0,0,2,1,6,6,6,7,7,7,8,8,0,,
294,,,,,辽宁,阜新,阜新市市辖区,0,0,0,0,0,0,0,2,3,5,7,7,7,7,7,7,8,1,,
301,83.34,3882,348.59,46.58027358,陕西,铜川,铜川市市辖区,3,5,5,5,5,5,5,5,6,7,7,7,7,8,8,8,8,0,,
303,225.94,37037,1558.91,163.9240506,陕西,延安,延安市市辖区,1,1,2,2,3,3,7,7,7,7,7,7,7,7,8,8,8,0,,
344,472,8815,1559,18.67584746,河北,衡水市,,0,0,0,2,3,4,4,4,4,4,5,5,7,7,7,8,8,0,,
359,,,,,山西,晋城,晋城市市辖区,0,0,0,0,0,0,0,2,3,6,7,7,7,8,8,8,8,0,,
377,316.88,18003,1066.52,56.81330472,贵州,铜仁,铜仁市,2,2,2,2,2,2,3,3,3,6,6,6,6,6,6,7,8,1,,
379,328.09,26197,1160.59,79.8469932,贵州,黔南州,,1,1,2,4,4,4,4,4,5,5,6,6,6,7,7,7,8,1,,
383,,,,,贵州,黔东南,,0,0,0,0,1,1,2,2,4,4,4,5,5,5,5,7,8,1,,
403,282,20330,356,72.09219858,甘肃,定西市,,0,1,1,1,1,2,2,2,3,3,3,3,5,5,8,8,8,0,,
30,609,5241,2151,8.60591133,广东,揭阳,揭阳市市辖区,0,3,3,4,6,6,6,6,6,6,6,6,7,7,7,7,7,0,,
48,117,22200,1219,189.7435897,浙江,舟山,舟山市市辖区,2,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,0,,
78,230.8,10496,1528.12,45.47660312,河南,三门峡,三门峡市市辖区,1,2,3,3,4,5,6,7,7,7,7,7,7,7,7,7,7,0,,
103,34,103,177,3.029411765,重庆,大渡口区,,2,4,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,0,,
191,345,7134,1183,20.67826087,四川,眉山,眉山市市辖区,0,1,1,1,1,2,2,2,2,3,5,5,5,5,6,7,7,0,,
207,,,,,北京,怀柔区,,0,0,0,0,0,0,1,1,1,3,3,4,5,7,7,7,7,0,,
233,74,23,780,0.310810811,上海,虹口区,,0,0,2,2,2,2,4,5,5,5,5,7,7,7,7,7,7,0,,
240,,,,,上海,杨浦,,0,0,0,0,0,1,1,2,2,5,5,6,6,7,7,7,7,0,,
273,59,2076,171,35.18644068,海南,澄迈县,,0,1,2,2,2,2,2,2,2,2,3,4,4,7,7,7,7,0,,
285,234,15222,818,65.05128205,辽宁,丹东,丹东市市辖区,0,1,4,5,5,5,5,5,6,6,6,6,7,7,7,7,7,0,,
304,238.02,19851,824.77,83.40055458,陕西,商洛,商洛市市辖区,1,1,1,2,2,2,2,2,2,2,5,6,6,7,7,7,7,0,,
346,357.89,39519,1481.5,110.4221968,河北,承德,,1,1,1,1,1,2,2,2,2,2,3,4,5,6,7,7,7,0,,
348,,,,,河北,秦皇岛,秦皇岛市市辖区,,,,,18,19,24,,1,2,2,3,3,5,7,7,7,0,,
355,345.5,13955,1646,40.39073806,山西,长治,长治市市辖区,1,1,1,1,1,3,3,3,3,3,3,3,5,5,5,7,7,0,,
355,345.5,13955,1646,40.39073806,山西,长治,长治县,1,1,1,1,1,3,3,3,3,3,3,3,5,5,5,7,7,0,,
357,178,10700,980,60.11235955,山西,朔州,朔州市市辖区,0,0,2,2,2,3,3,3,3,3,3,4,4,4,4,6,7,1,,
360,,,,,山西,沂州,,0,0,0,0,0,0,,1,3,3,3,3,3,3,6,6,7,1,,
364,128.5,20600,310,160.311284,云南,丽江市,,1,2,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,0,,
402,210,11325,367,53.92857143,甘肃,平凉,平凉市,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,7,3,,
430,311,17344,2744,55.76848875,内蒙古,呼和浩特市,,0,0,0,2,2,2,,2,2,4,4,5,5,7,7,7,7,0,,
32,300,18218,1344,60.72666667,广东,韶关,韶关市市辖区,3,4,4,4,4,4,3,4,5,5,6,6,6,6,6,6,6,0,,
140,265,12340,1317,46.56603774,安徽,宣城,宣城市市辖区,0,1,1,2,2,4,4,4,4,4,4,4,5,5,5,5,6,1,,
186,153.78,15046,602.77,97.84107166,四川,雅安,雅安市市辖区,1,1,1,2,2,2,3,5,5,5,5,6,6,6,6,6,6,0,,
192,,,,,四川,广元,广元市市辖区,0,0,0,0,1,3,2,2,5,5,6,6,6,6,6,6,6,0,,
,,,,,北京,密云区,,,,,,,,,,,,,,,,4,5,6,1,,
251,264,19027,2393,72.0719697,福建,龙岩,龙岩市市辖区,0,0,0,1,1,1,1,1,1,1,2,2,2,4,5,6,6,0,,
271,51.5,1317,174.15,25.57281553,海南,临高县,,1,1,1,1,1,1,2,3,4,4,4,5,5,5,5,6,6,0,,
274,51,1710,243,33.52941176,海南,琼海市,,0,0,0,1,1,3,4,5,6,6,6,6,6,6,6,6,6,0,,
278,,,,,海南,昌江,昌江黎族自治县,0,0,0,0,0,0,1,1,1,3,3,3,3,4,5,6,6,0,,
287,337,19736,834,58.56379822,辽宁,朝阳,朝阳市市辖区,2,2,2,2,4,4,5,6,6,6,6,6,6,6,6,6,6,0,,
315,,, , ,天津,外地来津,,,,2,2,4,4,4,4,4,6,6,6,6,6,6,6,6,0,,
317,35,9.98,900,0.285142857,天津,和平区,,,,1,1,2,3,3,3,4,5,6,6,6,6,6,6,6,0,,
354,388,21140,1310,54.48453608,山西,吕梁,,0,0,1,3,3,4,5,5,5,5,5,5,6,6,6,6,6,0,,
369,456,32931,905,72.21710526,云南,红河,红河县,0,1,2,2,2,4,4,4,5,5,5,5,5,5,5,5,6,1,,
391,108,4027,448,37.28703704,吉林,公主岭,公主岭市,0,0,0,1,1,1,1,1,1,1,3,4,4,4,6,6,6,0,,
394,,,,,吉林,辽源,辽源市市辖区,,,,,7,8,10,,,,3,3,5,5,6,6,6,0,,
405,74,38521,137,520.5540541,甘肃,甘南藏族自治州,,0,0,0,0,,,0,0,1,1,1,1,2,3,3,6,6,0,,
431,168.5,64000,740,379.8219585,内蒙古,巴彦淖尔市,,0,0,0,0,1,2,2,3,3,3,3,4,4,4,4,6,6,0,,
438,316,59835,1222,189.3512658,内蒙古,通辽,通辽市市辖区,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,6,3,,
35,299,5271,930,17.62876254,广东,汕尾,汕尾市市辖区,0,0,1,1,1,1,3,4,4,5,5,5,5,5,5,5,5,0,,
38,,,,,广东,潮州,潮州市市辖区,0,0,0,0,5,0,,,,4,4,4,5,5,5,5,5,0,,
65,,,,,湖南,张家界,张家界市市辖区,0,0,0,0,0,1,1,2,3,3,3,3,3,5,5,5,5,0,,
114,112,1576,705,14.07142857,重庆,永川区,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,0,,
117,107,1834,717,17.14018692,重庆,巴南区,,0,0,1,1,1,1,2,1,1,2,3,3,3,3,3,3,5,2,,
170,167,5256,846.6,31.47305389,江西,景德镇,景德镇市市辖区,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,11,5,-6,,
217,352,12588,1338,35.76136364,广西,梧州,梧州市市辖区,1,2,2,4,4,4,4,5,5,5,5,5,7,5,5,5,5,0,,
232,67,21,2019,0.313432836,上海,黄浦区,,0,0,1,2,3,4,4,5,5,5,5,5,5,5,5,5,5,0,,
235,122,676,1009,5.540983607,上海,青浦区,,0,0,2,2,2,2,2,2,2,2,5,4,5,5,5,5,5,0,,
335,,,,,黑龙江,鹤岗,鹤岗市市辖区,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,4,5,1,,
371,130,11500,321,88.46153846,云南,德宏,,0,2,2,2,2,2,3,3,4,4,5,5,4,5,5,5,5,0,,
387,2704.06,18740,15288.94,6.930319594,吉林,吉林,吉林市市辖区,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,,
392,,,,,吉林,延边,,0,0,0,0,1,1,2,2,2,2,3,3,4,5,5,5,5,0,,
433,253,252777,1253,999.1185771,内蒙古,呼伦贝尔,呼伦贝尔市市辖区,0,1,2,2,2,,1,2,2,2,3,3,5,5,5,5,5,0,,
88,,,,,河南,济源,济源市,,,,,,,,,,2,4,2,3,4,4,4,4,0,,
116,139,3200,902,23.02158273,重庆,江津区,,0,0,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,0,,
118,65,1892,331,29.10769231,重庆,梁平区,,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,0,,
125,,,,,重庆,高新区,,,,,,,,,,,1,2,2,4,4,4,4,4,0,,
221,,,,,广西,贺州,贺州市,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,0,,
272,36,1128,115,31.33333333,海南,陵水,,0,1,1,1,1,2,3,5,5,5,5,4,4,4,4,4,4,0,,
288,291.6,13000,616.6,44.58161866,辽宁,铁岭,铁岭市市辖区,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,4,4,0,,
288,291.6,13000,616.6,44.58161866,辽宁,铁岭,铁岭县,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,4,4,0,,
314,87,42,703,0.482758621,天津,河西区,,,,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,,
319,85,571,1073,6.717647059,天津,西青区,,,,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,0,,
321,,,,,天津,宁河区,,0,0,0,0,0,0,1,2,3,4,4,4,4,4,4,4,4,0,,
322,,,,,天津,东丽区,,,,,,,,,,3,3,3,3,4,4,4,4,4,0,,
336,,,,,黑龙江,黑河,黑河市市辖区,,,,,11,12,12,,1,1,1,1,1,1,2,2,4,2,,
356,141,4559,672,32.33333333,山西,阳泉,阳泉市市辖区,0,1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,0,,
372,,,,,云南,普洱,,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,0,,
374,,,,,云南,楚雄,楚雄市,,,,,,,,,2,2,4,4,4,4,4,4,4,0,,
380,365,16805,1164,46.04109589,贵州,黔西南州,,0,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,0,,
385,,,,,贵州,安顺,安顺市市辖区,,,,,54,55,66,,2,2,2,3,3,4,4,4,4,0,,
398,288,27923,379,96.95486111,甘肃,陇南市,,0,0,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,0,,
404,173.42,21158.7,511.6,122.0084189,甘肃,白银,白银市市辖区,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,0,,
418,,,,,新疆,第9师,,,,,,13,14,16,,,4,4,4,4,4,4,4,4,0,9号的错了,
434,431,90064,1550,208.9651972,内蒙古,赤峰市,,0,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,4,0,,
36,,,,,广东,河源,河源市市辖区,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,0,,
119,117,2942,1076,25.14529915,重庆,涪陵区,,1,1,1,1,1,1,2,1,1,2,2,3,3,3,3,3,3,0,,
187,351,12720,1615,36.23931624,四川,乐山,乐山市市辖区,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,,
190,358,5757,943,16.08100559,四川,资阳,资阳市市辖区,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,,
206,,,,,北京,门头沟,,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,0,,
218,417.17,36252,1114.31,86.89982501,广西,百色,百色市,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,,
239,,,,,上海,金山,,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,1,,
275,43,2267,178,52.72093023,海南,东方,东方市,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,0,,
277,,,,,海南,安定,,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,0,,
280,,,,,海南,文昌,文昌市,,,,,37,48,51,,,1,1,1,1,3,3,3,3,0,,
281,,,,,海南,保亭,保亭黎族苗族自治县,,,,,,,,,,,,2,2,2,2,3,3,0,,
290,146.15,8414,823.1,57.57098871,辽宁,本溪,本溪满族自治县,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0,,
293,170,4744,654,27.90588235,辽宁,辽阳,辽阳市市辖区,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,0,,
293,170,4744,654,27.90588235,辽宁,辽阳,辽阳县,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,0,,
295,,,,,辽宁,鞍山,鞍山市市辖区,0,0,0,0,0,0,0,1,NA,1,1,1,3,3,3,3,3,0,,
306,,,,,陕西,榆林,榆林市市辖区,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,0,,
316,290,2270,6654,7.827586207,天津,滨海新区,,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,0,,
318,101,39,652,0.386138614,天津,南开区,,,,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,0,,
393,,,,,吉林,通化,通化市市辖区,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,0,,
393,,,,,吉林,通化,通化县,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,0,,
399,204.41,8169,238.84,39.96379825,甘肃,临夏,临夏市,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,,
399,204.41,8169,238.84,39.96379825,甘肃,临夏,临夏县,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,,
406,,,,,甘肃,庆阳,庆阳县,,,,,14,18,19,,9,1,1,1,2,2,2,2,3,1,,
410,121.42,17000,339,140.0098831,宁夏,中卫,中卫县,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,0,,
411,151,10540,303,69.8013245,宁夏,固原,固原市市辖区,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,,
423,,,,,新疆,昌吉,昌吉市,,,,,,,,,,,1,2,2,2,2,2,3,1,,
,,,,,新疆,巴州,,,,,,,,,,,,,,1,1,2,3,3,0,,
,,,,,新疆,第4师,,,,,,,,,,,,,,,,,,3,3,,
432,10,4015,110,401.5,内蒙古,乌兰察布,,0,0,1,,,,2,2,2,3,3,3,3,3,3,3,3,0,,
441,147,13200,436,89.79591837,青海,海北,,0,0,0,0,,,,,,1,3,3,3,3,3,3,3,0,,
120,18,3289,46,182.7222222,重庆,城口县,,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,0,,
121,48,2402,232,50.04166667,重庆,黔江区,,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,,
124,,,,,重庆,沙坪坝区,,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,,
126,,,,,重庆,彭水,,,,,,,,,,,,2,2,2,2,2,2,2,0,,
241,,,,,上海,崇明区,,,,,,,,,,1,1,1,2,2,2,2,2,2,0,,
279,,,,,海南,乐东,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0,,
320,56,21.3,175,0.380357143,天津,红桥区,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,,
334,,,,,黑龙江,大兴安岭,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,,
358,448,20275,1320,45.25669643,山西,临汾,临汾市市辖区,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,,
